0.02976948	0.08389965	0.034774795	-0.0020065845	0.13639608	0.17237353	-1.2966339e-06	0.006766351	-0.12168098	0.12923247	0.030426936	0.06632132	-0.013196593	0.0862105	-0.039783493	0.18764436
0.25285023	0.30695018	0.2268077	0.05657759	0.2976893	-0.046860125	0.09337963	-0.12709843	0.04834562	-0.09371284	-0.25307438	0.048572954	0.05229729	-0.08654038	-0.16266647	0.41710323
0.13559364	0.06655691	-0.049025897	0.086382516	0.350259	0.01172835	-0.054643143	-0.13767	0.15313828	-0.0006051356	-0.07353578	-0.094340816	0.025078263	-0.20124301	-0.16058159	0.19496931
-0.014804834	0.041046545	0.036837447	-0.058528468	-0.022240994	0.093631186	0.039807443	0.06976611	-0.1684763	0.032912116	0.017165286	0.15323085	-0.05900781	0.102455035	0.013335542	0.10500667
-0.019745259	0.11146277	0.03451508	-0.19152087	-0.022325743	-0.26327616	0.2807042	0.23250206	0.030275635	-0.3156441	0.18970922	0.20536907	-0.27487803	0.21536285	-0.038443174	0.19653715
0.3047488	-0.33662346	-0.29804328	0.39604542	0.46149886	0.3840591	-0.35415593	-0.17902064	0.30377245	0.41687632	0.04910925	-0.38036764	-0.042211756	-0.4214013	-0.2671756	-0.2863363
0.15295845	0.21374962	0.16973467	-0.093012005	0.06569199	-0.03148578	0.026739467	0.053052533	-0.05566898	-0.029549861	-0.06317516	0.06543811	0.020202702	0.10726687	-0.21275215	0.1881736
-0.049600467	0.20372151	0.16624749	-0.042688336	0.09328648	-0.027098758	0.07503901	-0.06925166	-0.15365687	-0.12393839	-0.13540843	0.08612304	0.08463616	0.0076265195	0.067513876	0.26287156
-0.15516916	-0.4116769	-0.39869034	0.14101796	-0.1422752	0.46738577	-0.43869707	0.30228785	-0.15366802	0.5212847	0.35115784	-0.007368352	-0.2274981	0.20342831	0.1575586	-0.43950772
-0.1482609	-0.15217583	-0.07898853	0.022664245	-0.008565127	0.3598756	-0.17383757	0.008726646	-0.2566527	0.32820952	0.0016209651	0.035776373	0.072470576	0.027943466	0.11306847	-0.14346029
